,DEPT,WOBAVG,FLOWIN,SURFRPM,TORQUEAV,PUMPAVG
0,2577.0,5.9856,4496.4497,-999.25,2.7136,169.022
1,2577.1,6.066879999999926,4496.4497,-999.25,2.7153399999999985,169.08715999999993
2,2577.2,6.148159999999852,4496.4497,-999.25,2.717079999999997,169.1523199999999
3,2577.3,6.229439999999778,4496.4497,-999.25,2.718819999999996,169.21747999999982
4,2577.4,6.310719999999705,4496.4497,-999.25,2.7205599999999937,169.28263999999976
5,2577.4999999999995,6.391999999999631,4496.4497,-999.25,2.722299999999992,169.34779999999972
6,2577.5999999999995,6.448479999999692,4496.4497,-999.25,2.7234799999999937,169.37133999999986
7,2577.7,6.504959999999641,4496.4497,-999.25,2.7246599999999925,169.39487999999986
8,2577.7999999999997,6.56143999999959,4496.4497,-999.25,2.7258399999999914,169.41841999999983
9,2577.899999999999,6.617919999999538,4496.4497,-999.25,2.7270199999999907,169.4419599999998
10,2577.999999999999,6.674399999999487,4496.4497,-999.25,2.728199999999989,169.46549999999976
11,2578.099999999999,6.704879999999696,4496.4497,-999.25,2.728799999999994,169.4453800000002
12,2578.199999999999,6.735359999999668,4496.4497,-999.25,2.7293999999999934,169.4252600000002
13,2578.299999999999,6.76583999999964,4496.4497,-999.25,2.729999999999993,169.40514000000024
14,2578.3999999999987,6.7963199999996124,4496.4497,-999.25,2.7305999999999924,169.38502000000025
15,2578.499999999998,6.826799999999585,4496.4497,-999.25,2.731199999999992,169.3649000000003
16,2578.5999999999985,6.899519999998942,4496.4497,-999.25,2.733679999999964,169.40421999999944
17,2578.6999999999985,6.972239999998876,4496.4497,-999.25,2.7361599999999613,169.4435399999994
18,2578.7999999999984,7.0449599999988095,4496.4497,-999.25,2.7386399999999598,169.48285999999936
19,2578.8999999999983,7.117679999998744,4496.4497,-999.25,2.741119999999957,169.5221799999993
20,2578.999999999998,7.190399999998678,4496.4497,-999.25,2.7435999999999545,169.56149999999928
21,2579.099999999998,7.3021599999978655,4496.4497,-999.25,2.747819999999919,169.6558199999982
22,2579.199999999998,7.413919999997764,4496.4497,-999.25,2.752039999999915,169.7501399999981
23,2579.299999999998,7.525679999997663,4496.4497,-999.25,2.756259999999912,169.844459999998
24,2579.399999999998,7.637439999997561,4496.4497,-999.25,2.760479999999908,169.93877999999793
25,2579.4999999999977,7.749199999997459,4496.4497,-999.25,2.764699999999904,170.03309999999786
26,2579.5999999999976,7.776959999999343,4496.4497,-999.25,2.780939999999616,169.97868000000128
27,2579.699999999997,7.804719999999318,4496.4497,-999.25,2.797179999999601,169.92426000000134
28,2579.799999999997,7.832479999999293,4496.4497,-999.25,2.8134199999995864,169.86984000000135
29,2579.8999999999974,7.860239999999267,4496.4497,-999.25,2.8296599999995715,169.81542000000144
30,2579.9999999999973,7.887999999999242,4496.4497,-999.25,2.8458999999995567,169.76100000000147
31,2580.099999999997,7.847360000001146,4496.4497,-999.25,2.871939999999266,169.58550000000494
32,2580.199999999997,7.8067200000011825,4496.4497,-999.25,2.897979999999242,169.4100000000051
33,2580.299999999997,7.76608000000122,4496.4497,-999.25,2.9240199999992185,169.23450000000526
34,2580.399999999997,7.725440000001257,4496.4497,-999.25,2.950059999999195,169.05900000000543
35,2580.499999999997,7.684800000001294,4496.4497,-999.25,2.976099999999171,168.8835000000056
36,2580.5999999999967,7.573120000003657,4496.4497,-999.25,2.9939599999994155,168.79824000000278
37,2580.6999999999966,7.461440000003758,4496.4497,-999.25,3.011819999999399,168.71298000000286
38,2580.7999999999965,7.34976000000386,4496.4497,-999.25,3.029679999999382,168.62772000000294
39,2580.8999999999965,7.238080000003961,4496.4497,-999.25,3.0475399999993664,168.54246000000302
40,2580.9999999999964,7.126400000004063,4496.4497,-999.25,3.06539999999935,168.4572000000031
41,2581.0999999999963,6.963840000006062,4496.4497,-999.25,3.0773999999995523,168.43654000000078
42,2581.199999999996,6.8012800000062095,4496.4497,-999.25,3.0893999999995416,168.41588000000078
43,2581.299999999996,6.638720000006358,4496.4497,-999.25,3.1013999999995305,168.39522000000082
44,2581.399999999996,6.476160000006505,4496.4497,-999.25,3.11339999999952,168.37456000000083
45,2581.499999999996,6.313600000006653,4496.4497,-999.25,3.125399999999509,168.35390000000086
46,2581.599999999996,6.176000000005757,4496.4497,-999.25,3.1228800000001056,168.28346000000295
47,2581.699999999996,6.038400000005882,4496.4497,-999.25,3.120360000000108,168.213020000003
48,2581.799999999996,5.900800000006007,4496.4497,-999.25,3.11784000000011,168.14258000000308
49,2581.8999999999955,5.763200000006132,4496.4497,-999.25,3.1153200000001124,168.07214000000317
50,2581.9999999999955,5.625600000006258,4496.4497,-999.25,3.1128000000001146,168.0017000000032
51,2582.099999999996,5.503680000005655,4496.4497,-999.25,3.101200000000538,167.8999600000047
52,2582.1999999999957,5.381760000005766,4496.4497,-999.25,3.089600000000549,167.79822000000482
53,2582.299999999995,5.259840000005877,4496.4497,-999.25,3.0780000000005594,167.6964800000049
54,2582.399999999995,5.137920000005988,4496.4497,-999.25,3.06640000000057,167.594740000005
55,2582.499999999995,5.016000000006098,4496.4497,-999.25,3.0548000000005806,167.49300000000508
56,2582.599999999995,5.031839999999193,4496.4497,-999.25,3.043300000000586,167.45828000000176
57,2582.699999999995,5.047679999999179,4496.4497,-999.25,3.0318000000005965,167.4235600000018
58,2582.7999999999947,5.063519999999165,4496.4497,-999.25,3.020300000000607,167.38884000000184
59,2582.899999999994,5.07935999999915,4496.4497,-999.25,3.008800000000617,167.35412000000187
