,DEPT,WOBAVG,FLOWIN,SURFRPM,TORQUEAV,PUMPAVG
0,3098.5,0.2591,4430.0,0.0,0.0035,160.8765
1,3098.6,0.2557400000000031,4430.0,0.0,0.0035,160.81714000000005
2,3098.7,0.2523800000000061,4430.0,0.0,0.0035,160.7577800000001
3,3098.8,0.2490200000000091,4430.0,0.0,0.0035,160.69842000000017
4,3098.9,0.2456600000000122,4430.0,0.0,0.0035,160.63906000000023
5,3098.9999999999995,0.2423000000000152,4430.0,0.0,0.0035,160.57970000000026
6,3099.0999999999995,0.238800000000019,4430.0,0.0,0.0035,160.5046800000004
7,3099.2,0.2353000000000222,4430.0,0.0,0.0035,160.42966000000047
8,3099.2999999999997,0.2318000000000254,4430.0,0.0,0.0035,160.35464000000056
9,3099.399999999999,0.2283000000000286,4430.0,0.0,0.0035,160.27962000000062
10,3099.499999999999,0.2248000000000318,4430.0,0.0,0.0035,160.20460000000068
11,3099.599999999999,0.220600000000042,4430.0,0.0,0.0035,160.05866000000145
12,3099.699999999999,0.2164000000000458,4430.0,0.0,0.0035,159.9127200000016
13,3099.799999999999,0.2122000000000496,4430.0,0.0,0.0035,159.76678000000172
14,3099.8999999999987,0.2080000000000534,4430.0,0.0,0.0035,159.62084000000186
15,3099.999999999998,0.2038000000000573,4430.0,0.0,0.0035,159.47490000000198
16,3100.0999999999985,0.1985800000000759,4430.0,0.0,0.0035,159.38610000000128
17,3100.1999999999985,0.1933600000000807,4430.0,0.0,0.0035,159.29730000000137
18,3100.2999999999984,0.1881400000000854,4430.0,0.0,0.0035,159.20850000000146
19,3100.3999999999983,0.1829200000000902,4430.0,0.0,0.0035,159.11970000000153
20,3100.499999999998,0.1777000000000949,4430.0,0.0,0.0035,159.03090000000162
21,3100.599999999998,0.1688400000001692,4430.0,0.0,0.0035,159.15377999999765
22,3100.699999999998,0.1599800000001772,4430.0,0.0,0.0035,159.27665999999755
23,3100.799999999998,0.1511200000001853,4430.0,0.0,0.0035,159.39953999999742
24,3100.899999999998,0.1422600000001934,4430.0,0.0,0.0035,159.5224199999973
25,3100.9999999999977,0.1334000000002014,4430.0,0.0,0.0035,159.6452999999972
